Number,Name,Collection,Stats,User,Low,Suggested,High,Current,Current(adjusted),Share(current),Free Bet,Parlay,Monthly,ROI(monthly),ROI(no shares)
5179,Tennis ,Sports Rollbots·$568,$43.68·$20·103%,Zhaciegg,$717,$1.15K,$1.85K,$1.49K,"=IFERROR(LEFT(I660,LEN(I660)-1)*10^(SEARCH(RIGHT(I660),""kmbt"")*3),I660)","=LEFT(D660,SEARCH(""·"",D660)-1)","=MID(D660,SEARCH(""·"",D660)+2,SEARCH(""·"",D660,SEARCH(""·"",D660)+1)-SEARCH(""·"",D660)-2)","=RIGHT(D660,4)",=K660+0.6*L660,=J660/N660,=J660/(0.6*L660)
9100,American Football ,Sports Rollbots·$568,$5.29·$65·103%,Zhaciegg,$835,$1.37K,$2.23K,$1.49K,"=IFERROR(LEFT(I661,LEN(I661)-1)*10^(SEARCH(RIGHT(I661),""kmbt"")*3),I661)","=LEFT(D661,SEARCH(""·"",D661)-1)","=MID(D661,SEARCH(""·"",D661)+2,SEARCH(""·"",D661,SEARCH(""·"",D661)+1)-SEARCH(""·"",D661)-2)","=RIGHT(D661,4)",=K661+0.6*L661,=J661/N661,=J661/(0.6*L661)
1708,MMA ,Sports Rollbots·$568,$4.22·$50·104%,0xDizz,$810,$1.32K,$2.15K,$1.5K,"=IFERROR(LEFT(I662,LEN(I662)-1)*10^(SEARCH(RIGHT(I662),""kmbt"")*3),I662)","=LEFT(D662,SEARCH(""·"",D662)-1)","=MID(D662,SEARCH(""·"",D662)+2,SEARCH(""·"",D662,SEARCH(""·"",D662)+1)-SEARCH(""·"",D662)-2)","=RIGHT(D662,4)",=K662+0.6*L662,=J662/N662,=J662/(0.6*L662)
328,American Football ,Sports Rollbots·$568,$5.29·$30·107%,Zhaciegg,$871,$1.43K,$2.35K,$1.5K,"=IFERROR(LEFT(I663,LEN(I663)-1)*10^(SEARCH(RIGHT(I663),""kmbt"")*3),I663)","=LEFT(D663,SEARCH(""·"",D663)-1)","=MID(D663,SEARCH(""·"",D663)+2,SEARCH(""·"",D663,SEARCH(""·"",D663)+1)-SEARCH(""·"",D663)-2)","=RIGHT(D663,4)",=K663+0.6*L663,=J663/N663,=J663/(0.6*L663)
5346,Bandy ,Sports Rollbots·$568,$2.03·$26·105%,Hidden,$970,$1.61K,$2.68K,$1.5K,"=IFERROR(LEFT(I664,LEN(I664)-1)*10^(SEARCH(RIGHT(I664),""kmbt"")*3),I664)","=LEFT(D664,SEARCH(""·"",D664)-1)","=MID(D664,SEARCH(""·"",D664)+2,SEARCH(""·"",D664,SEARCH(""·"",D664)+1)-SEARCH(""·"",D664)-2)","=RIGHT(D664,4)",=K664+0.6*L664,=J664/N664,=J664/(0.6*L664)
8780,Basketball ,Sports Rollbots·$568,$29.25·$26·102%,Cryptodude,$716,$1.15K,$1.85K,$1.5K,"=IFERROR(LEFT(I665,LEN(I665)-1)*10^(SEARCH(RIGHT(I665),""kmbt"")*3),I665)","=LEFT(D665,SEARCH(""·"",D665)-1)","=MID(D665,SEARCH(""·"",D665)+2,SEARCH(""·"",D665,SEARCH(""·"",D665)+1)-SEARCH(""·"",D665)-2)","=RIGHT(D665,4)",=K665+0.6*L665,=J665/N665,=J665/(0.6*L665)
5371,Counter-Strike ,Sports Rollbots·$568,$18.63·$70·104%,Hidden,$834,$1.36K,$2.23K,$1.5K,"=IFERROR(LEFT(I666,LEN(I666)-1)*10^(SEARCH(RIGHT(I666),""kmbt"")*3),I666)","=LEFT(D666,SEARCH(""·"",D666)-1)","=MID(D666,SEARCH(""·"",D666)+2,SEARCH(""·"",D666,SEARCH(""·"",D666)+1)-SEARCH(""·"",D666)-2)","=RIGHT(D666,4)",=K666+0.6*L666,=J666/N666,=J666/(0.6*L666)
6411,League of Legends ,Sports Rollbots·$568,$4.15·$42·115%,Hidden,$1.12K,$1.89K,$3.18K,$1.5K,"=IFERROR(LEFT(I667,LEN(I667)-1)*10^(SEARCH(RIGHT(I667),""kmbt"")*3),I667)","=LEFT(D667,SEARCH(""·"",D667)-1)","=MID(D667,SEARCH(""·"",D667)+2,SEARCH(""·"",D667,SEARCH(""·"",D667)+1)-SEARCH(""·"",D667)-2)","=RIGHT(D667,4)",=K667+0.6*L667,=J667/N667,=J667/(0.6*L667)
6730,Alpine Skiing ,Sports Rollbots·$568,$4.22·$46·110%,Luis_Maldonado,$1.12K,$1.89K,$3.19K,$1.5K,"=IFERROR(LEFT(I668,LEN(I668)-1)*10^(SEARCH(RIGHT(I668),""kmbt"")*3),I668)","=LEFT(D668,SEARCH(""·"",D668)-1)","=MID(D668,SEARCH(""·"",D668)+2,SEARCH(""·"",D668,SEARCH(""·"",D668)+1)-SEARCH(""·"",D668)-2)","=RIGHT(D668,4)",=K668+0.6*L668,=J668/N668,=J668/(0.6*L668)
3572,Soccer ,Sports Rollbots·$568,$18.06·$42·113%,Hidden,$1.05K,$1.76K,$2.95K,$1.5K,"=IFERROR(LEFT(I669,LEN(I669)-1)*10^(SEARCH(RIGHT(I669),""kmbt"")*3),I669)","=LEFT(D669,SEARCH(""·"",D669)-1)","=MID(D669,SEARCH(""·"",D669)+2,SEARCH(""·"",D669,SEARCH(""·"",D669)+1)-SEARCH(""·"",D669)-2)","=RIGHT(D669,4)",=K669+0.6*L669,=J669/N669,=J669/(0.6*L669)
7798,Tennis ,Sports Rollbots·$568,$14.56·$70·108%,HukaTuka,$943,$1.56K,$2.59K,$1.5K,"=IFERROR(LEFT(I670,LEN(I670)-1)*10^(SEARCH(RIGHT(I670),""kmbt"")*3),I670)","=LEFT(D670,SEARCH(""·"",D670)-1)","=MID(D670,SEARCH(""·"",D670)+2,SEARCH(""·"",D670,SEARCH(""·"",D670)+1)-SEARCH(""·"",D670)-2)","=RIGHT(D670,4)",=K670+0.6*L670,=J670/N670,=J670/(0.6*L670)
9904,League of Legends ,Sports Rollbots·$568,$2.77·$38·101%,Hidden,$689,$1.1K,$1.76K,$1.5K,"=IFERROR(LEFT(I671,LEN(I671)-1)*10^(SEARCH(RIGHT(I671),""kmbt"")*3),I671)","=LEFT(D671,SEARCH(""·"",D671)-1)","=MID(D671,SEARCH(""·"",D671)+2,SEARCH(""·"",D671,SEARCH(""·"",D671)+1)-SEARCH(""·"",D671)-2)","=RIGHT(D671,4)",=K671+0.6*L671,=J671/N671,=J671/(0.6*L671)
2737,Boxing ,Sports Rollbots·$568,$8.31·$110·101%,Montie,$852,$1.4K,$2.29K,$1.5K,"=IFERROR(LEFT(I672,LEN(I672)-1)*10^(SEARCH(RIGHT(I672),""kmbt"")*3),I672)","=LEFT(D672,SEARCH(""·"",D672)-1)","=MID(D672,SEARCH(""·"",D672)+2,SEARCH(""·"",D672,SEARCH(""·"",D672)+1)-SEARCH(""·"",D672)-2)","=RIGHT(D672,4)",=K672+0.6*L672,=J672/N672,=J672/(0.6*L672)
